"Contig_Name","SNP_Position","goTerm","CC","BP","MF","keywords"
"AgU032202_v1.1",1070,"GO:0005737 // GO:0005576 // GO:0005681 // GO:0030246 // GO:0030154 // GO:0045087 // GO:0006397 // GO:0008380","cell differentiation (GO:0030154);innate immune response (GO:0045087);mRNA processing (GO:0006397);RNA splicing (GO:0008380);","carbohydrate binding (GO:0030246);","cytoplasm (GO:0005737);extracellular region (GO:0005576);spliceosomal complex (GO:0005681);","Acetylation;Complete proteome;Cytoplasm;Differentiation;Direct protein sequencing;Disulfide bond;IgE-binding protein;Immunity;Innate immunity;Lectin;mRNA processing;mRNA splicing;Nucleus;Phosphoprotein;Reference proteome;Repeat;Secreted;Spliceosome.;"
"AgU032572_v1.1",178,"GO:0070062 // GO:0016021 // GO:0031902 // GO:0005765 // GO:0005886 // GO:0019221 // GO:0051607 // GO:0006955 // GO:0046597 // GO:0045071 // GO:0032897 // GO:0035455 // GO:0035456 // GO:0034341 // GO:0009615 // GO:0060337","cytokine-mediated signaling pathway (GO:0019221);defense response to virus (GO:0051607);immune response (GO:0006955);negative regulation of viral entry into host cell (GO:0046597);negative regulation of viral genome replication (GO:0045071);negative regulation of viral transcription (GO:0032897);response to interferon-alpha (GO:0035455);response to interferon-beta (GO:0035456);response to interferon-gamma (GO:0034341);response to virus (GO:0009615);type I interferon signaling pathway (GO:0060337);","No_GOMF","extracellular exosome (GO:0070062);integral component of membrane (GO:0016021);late endosome membrane (GO:0031902);lysosomal membrane (GO:0005765);plasma membrane (GO:0005886);","Antiviral defense;Cell membrane;Complete proteome;Endosome;Immunity;Innate immunity;Isopeptide bond;Lipoprotein;Lysosome;Membrane;Palmitate;Polymorphism;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Ubl conjugation.;"
"AgU032572_v1.1",192,"GO:0070062 // GO:0016021 // GO:0031902 // GO:0005765 // GO:0005886 // GO:0019221 // GO:0051607 // GO:0006955 // GO:0046597 // GO:0045071 // GO:0032897 // GO:0035455 // GO:0035456 // GO:0034341 // GO:0009615 // GO:0060337","cytokine-mediated signaling pathway (GO:0019221);defense response to virus (GO:0051607);immune response (GO:0006955);negative regulation of viral entry into host cell (GO:0046597);negative regulation of viral genome replication (GO:0045071);negative regulation of viral transcription (GO:0032897);response to interferon-alpha (GO:0035455);response to interferon-beta (GO:0035456);response to interferon-gamma (GO:0034341);response to virus (GO:0009615);type I interferon signaling pathway (GO:0060337);","No_GOMF","extracellular exosome (GO:0070062);integral component of membrane (GO:0016021);late endosome membrane (GO:0031902);lysosomal membrane (GO:0005765);plasma membrane (GO:0005886);","Antiviral defense;Cell membrane;Complete proteome;Endosome;Immunity;Innate immunity;Isopeptide bond;Lipoprotein;Lysosome;Membrane;Palmitate;Polymorphism;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Ubl conjugation.;"
"AgU000077_v1.1",3368,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",4020,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000077_v1.1",655,"GO:0005737 // GO:0005643 // GO:0005525 // GO:0003924 // GO:0051607 // GO:0045087 // GO:0051726 // GO:0046822 // GO:0035455 // GO:0009615","defense response to virus (GO:0051607);innate immune response (GO:0045087);regulation of cell cycle (GO:0051726);regulation of nucleocytoplasmic transport (GO:0046822);response to interferon-alpha (GO:0035455);response to virus (GO:0009615);","GTP binding (GO:0005525);GTPase activity (GO:0003924);","cytoplasm (GO:0005737);nuclear pore (GO:0005643);","Antiviral defense;Complete proteome;Cytoplasm;GTP-binding;Immunity;Innate immunity;Nucleotide-binding;Nucleus;Reference proteome.;"
"AgU000104_v1.1",39,"GO:0000139 // GO:0016021 // GO:0005886 // GO:0051607 // GO:0009597 // GO:0045087 // GO:1902237","defense response to virus (GO:0051607);detection of virus (GO:0009597);innate immune response (GO:0045087);positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902237);","No_GOMF","Golgi membrane (GO:0000139);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Antiviral defense;Cell membrane;Complete proteome;Glycoprotein;Golgi apparatus;Immunity;Innate immunity;Membrane;Reference proteome;Transmembrane;Transmembrane helix.;"
"AgU000104_v1.1",963,"GO:0000139 // GO:0016021 // GO:0005886 // GO:0051607 // GO:0009597 // GO:0045087 // GO:1902237","defense response to virus (GO:0051607);detection of virus (GO:0009597);innate immune response (GO:0045087);positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902237);","No_GOMF","Golgi membrane (GO:0000139);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Antiviral defense;Cell membrane;Complete proteome;Glycoprotein;Golgi apparatus;Immunity;Innate immunity;Membrane;Reference proteome;Transmembrane;Transmembrane helix.;"
"AgU000104_v1.1",929,"GO:0000139 // GO:0016021 // GO:0005886 // GO:0051607 // GO:0009597 // GO:0045087 // GO:1902237","defense response to virus (GO:0051607);detection of virus (GO:0009597);innate immune response (GO:0045087);positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway (GO:1902237);","No_GOMF","Golgi membrane (GO:0000139);integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Antiviral defense;Cell membrane;Complete proteome;Glycoprotein;Golgi apparatus;Immunity;Innate immunity;Membrane;Reference proteome;Transmembrane;Transmembrane helix.;"
"AgU000148_v1.1",3016,"GO:0070062 // GO:0005576 // GO:0005579 // GO:0006956 // GO:0006957 // GO:0006958 // GO:0019835 // GO:0045087 // GO:0030449","complement activation (GO:0006956);complement activation, alternative pathway (GO:0006957);complement activation, classical pathway (GO:0006958);cytolysis (GO:0019835);innate immune response (GO:0045087);regulation of complement activation (GO:0030449);","No_GOMF","extracellular exosome (GO:0070062);extracellular region (GO:0005576);membrane attack complex (GO:0005579);","3D-structure;Complement alternate pathway;Complement pathway;Complete proteome;Cytolysis;Direct protein sequencing;Disease mutation;Disulfide bond;EGF-like domain;Glycoprotein;Immunity;Innate immunity;Membrane attack complex;Polymorphism;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU000148_v1.1",2199,"GO:0070062 // GO:0005576 // GO:0005579 // GO:0006956 // GO:0006957 // GO:0006958 // GO:0019835 // GO:0045087 // GO:0030449","complement activation (GO:0006956);complement activation, alternative pathway (GO:0006957);complement activation, classical pathway (GO:0006958);cytolysis (GO:0019835);innate immune response (GO:0045087);regulation of complement activation (GO:0030449);","No_GOMF","extracellular exosome (GO:0070062);extracellular region (GO:0005576);membrane attack complex (GO:0005579);","3D-structure;Complement alternate pathway;Complement pathway;Complete proteome;Cytolysis;Direct protein sequencing;Disease mutation;Disulfide bond;EGF-like domain;Glycoprotein;Immunity;Innate immunity;Membrane attack complex;Polymorphism;Reference proteome;Repeat;Secreted;Signal;Sushi.;"
"AgU000335_v1.1",601,"GO:0005576 // GO:0005509 // GO:0004252 // GO:0006958 // GO:0045087","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);","calcium ion binding (GO:0005509);serine-type endopeptidase activity (GO:0004252);","extracellular region (GO:0005576);","Calcium;Complement pathway;Complete proteome;Disulfide bond;EGF-like domain;Glycoprotein;Hydrolase;Hydroxylation;Immunity;Innate immunity;Metal-binding;Protease;Reference proteome;Repeat;Serine protease;Signal;Sushi.;"
"AgU000335_v1.1",945,"GO:0005576 // GO:0005509 // GO:0004252 // GO:0006958 // GO:0045087","complement activation, classical pathway (GO:0006958);innate immune response (GO:0045087);","calcium ion binding (GO:0005509);serine-type endopeptidase activity (GO:0004252);","extracellular region (GO:0005576);","Calcium;Complement pathway;Complete proteome;Disulfide bond;EGF-like domain;Glycoprotein;Hydrolase;Hydroxylation;Immunity;Innate immunity;Metal-binding;Protease;Reference proteome;Repeat;Serine protease;Signal;Sushi.;"
"AgU000625_v1.1",1660,"GO:0005737 // GO:0005788 // GO:0005789 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0004177 // GO:0005138 // GO:0070006 // GO:0008235 // GO:0008233 // GO:0042277 // GO:0008270 // GO:0002250 // GO:0019885 // GO:0006509 // GO:0043171 // GO:0045766 // GO:0006508 // GO:0008217","adaptive immune response (GO:0002250);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);membrane protein ectodomain proteolysis (GO:0006509);peptide catabolic process (GO:0043171);positive regulation of angiogenesis (GO:0045766);proteolysis (GO:0006508);regulation of blood pressure (GO:0008217);","aminopeptidase activity (GO:0004177);interleukin-6 receptor binding (GO:0005138);metalloaminopeptidase activity (GO:0070006);metalloexopeptidase activity (GO:0008235);peptidase activity (GO:0008233);peptide binding (GO:0042277);zinc ion binding (GO:0008270);","cytoplasm (GO:0005737);endoplasmic reticulum lumen (GO:0005788);endoplasmic reticulum membrane (GO:0005789);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);","Adaptive immunity;Aminopeptidase;Complete proteome;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Immunity;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Zinc.;"
"AgU000625_v1.1",1576,"GO:0005737 // GO:0005788 // GO:0005789 // GO:0070062 // GO:0005576 // GO:0005615 // GO:0016021 // GO:0016020 // GO:0004177 // GO:0005138 // GO:0070006 // GO:0008235 // GO:0008233 // GO:0042277 // GO:0008270 // GO:0002250 // GO:0019885 // GO:0006509 // GO:0043171 // GO:0045766 // GO:0006508 // GO:0008217","adaptive immune response (GO:0002250);antigen processing and presentation of endogenous peptide antigen via MHC class I (GO:0019885);membrane protein ectodomain proteolysis (GO:0006509);peptide catabolic process (GO:0043171);positive regulation of angiogenesis (GO:0045766);proteolysis (GO:0006508);regulation of blood pressure (GO:0008217);","aminopeptidase activity (GO:0004177);interleukin-6 receptor binding (GO:0005138);metalloaminopeptidase activity (GO:0070006);metalloexopeptidase activity (GO:0008235);peptidase activity (GO:0008233);peptide binding (GO:0042277);zinc ion binding (GO:0008270);","cytoplasm (GO:0005737);endoplasmic reticulum lumen (GO:0005788);endoplasmic reticulum membrane (GO:0005789);extracellular exosome (GO:0070062);extracellular region (GO:0005576);extracellular space (GO:0005615);integral component of membrane (GO:0016021);membrane (GO:0016020);","Adaptive immunity;Aminopeptidase;Complete proteome;Disulfide bond;Endoplasmic reticulum;Glycoprotein;Hydrolase;Immunity;Membrane;Metal-binding;Metalloprotease;Protease;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix;Zinc.;"
"AgU000690_v1.1",1044,"GO:0005789 // GO:0016021 // GO:0005524 // GO:0042626 // GO:0015197 // GO:0002250 // GO:0015031","adaptive immune response (GO:0002250);protein transport (GO:0015031);","ATP binding (GO:0005524);ATPase activity, coupled to transmembrane movement of substances (GO:0042626);peptide transporter activity (GO:0015197);","endoplasmic reticulum membrane (GO:0005789);integral component of membrane (GO:0016021);","Adaptive immunity;ATP-binding;Complete proteome;Endoplasmic reticulum;Immunity;Membrane;Nucleotide-binding;Peptide transport;Polymorphism;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport.;"
"AgU000690_v1.1",1051,"GO:0005789 // GO:0016021 // GO:0005524 // GO:0042626 // GO:0015197 // GO:0002250 // GO:0015031","adaptive immune response (GO:0002250);protein transport (GO:0015031);","ATP binding (GO:0005524);ATPase activity, coupled to transmembrane movement of substances (GO:0042626);peptide transporter activity (GO:0015197);","endoplasmic reticulum membrane (GO:0005789);integral component of membrane (GO:0016021);","Adaptive immunity;ATP-binding;Complete proteome;Endoplasmic reticulum;Immunity;Membrane;Nucleotide-binding;Peptide transport;Polymorphism;Protein transport;Reference proteome;Transmembrane;Transmembrane helix;Transport.;"
"AgU001123_v1.1",46,"GO:0016021 // GO:0005886 // GO:0003823 // GO:0004888 // GO:0002250 // GO:0007166 // GO:0006952 // GO:0050776","adaptive immune response (GO:0002250);cell surface receptor signaling pathway (GO:0007166);defense response (GO:0006952);regulation of immune response (GO:0050776);","antigen binding (GO:0003823);transmembrane signaling receptor activity (GO:0004888);","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Adaptive immunity;Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU001123_v1.1",869,"GO:0016021 // GO:0005886 // GO:0003823 // GO:0004888 // GO:0002250 // GO:0007166 // GO:0006952 // GO:0050776","adaptive immune response (GO:0002250);cell surface receptor signaling pathway (GO:0007166);defense response (GO:0006952);regulation of immune response (GO:0050776);","antigen binding (GO:0003823);transmembrane signaling receptor activity (GO:0004888);","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Adaptive immunity;Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
"AgU001123_v1.1",867,"GO:0016021 // GO:0005886 // GO:0003823 // GO:0004888 // GO:0002250 // GO:0007166 // GO:0006952 // GO:0050776","adaptive immune response (GO:0002250);cell surface receptor signaling pathway (GO:0007166);defense response (GO:0006952);regulation of immune response (GO:0050776);","antigen binding (GO:0003823);transmembrane signaling receptor activity (GO:0004888);","integral component of membrane (GO:0016021);plasma membrane (GO:0005886);","Adaptive immunity;Alternative splicing;Complete proteome;Disulfide bond;Glycoprotein;Immunity;Immunoglobulin domain;Membrane;Polymorphism;Receptor;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix.;"
